ds,yhat,yhat_lower,yhat_upper,actual
2001-01-07 00:00:00,0.06279061030572097,-0.06981950269871595,0.1998840662829592,0.0
2001-01-14 00:00:00,0.045576901599189264,-0.09432536991613313,0.18393252858639125,0.0
2001-01-21 00:00:00,0.025537255901077385,-0.11575613816303884,0.1627506760673392,0.0
2001-01-28 00:00:00,0.01862463606792339,-0.12018083629257065,0.15083465488076384,0.0
2001-02-04 00:00:00,0.0312569966418652,-0.10066728944100631,0.14813558946507355,0.2418456812662506
2001-02-11 00:00:00,0.052891230905523445,-0.08421236096920753,0.18275321984371834,0.2634845483960061
2001-02-18 00:00:00,0.06562060473409495,-0.06910935794771264,0.2010504534510548,0.266034999887439
2001-02-25 00:00:00,0.060834366156664675,-0.07629768769716308,0.19266722435687478,0.2286347704503042
2001-03-04 00:00:00,0.04543314588785105,-0.10047834562700086,0.1703219081553234,0.0
2001-03-11 00:00:00,0.03239848609205324,-0.10361244609247125,0.17519801736683788,0.0
2001-03-18 00:00:00,0.027694313506235763,-0.10829913017425,0.16314551181127385,0.0
2001-03-25 00:00:00,0.02770479273646029,-0.11104442967243644,0.1767111923925743,0.0
2001-04-01 00:00:00,0.027584518328731482,-0.11504784873115137,0.17277052036148077,0.0
2001-04-08 00:00:00,0.028583971685274066,-0.10514583773639652,0.16988098091122542,0.0
2001-04-15 00:00:00,0.03562990786198171,-0.09227572130107278,0.1731399439729543,0.0
2001-04-22 00:00:00,0.04944817961434966,-0.09004263016868908,0.1822028025672446,0.0
2001-04-29 00:00:00,0.063680850299594,-0.07805853219481204,0.1958735632446512,0.2067223953684952
2001-05-06 00:00:00,0.07031898909931192,-0.06935796645511363,0.21723575876394854,0.2556674451596014
2001-05-13 00:00:00,0.06665267342029804,-0.07236933643957294,0.19549308116787265,0.2572500780309614
2001-05-20 00:00:00,0.05632566863384929,-0.08227183675842731,0.1910095542059187,0.2803600814409418
2001-05-27 00:00:00,0.04508437953071374,-0.08831997595843707,0.18934235003167812,0.0
2001-06-03 00:00:00,0.03712929151866692,-0.09773301070146731,0.16877988542507885,0.0
2001-06-10 00:00:00,0.03470784180945612,-0.11124844705335996,0.1682852529662745,0.0
2001-06-17 00:00:00,0.03813684861608284,-0.09601095355583955,0.1700639486880967,0.0
2001-06-24 00:00:00,0.04421720002680385,-0.08111969798974189,0.18085249456234315,0.0
2001-07-01 00:00:00,0.04614231935404227,-0.09310866405246254,0.17820191058252088,0.0
2001-07-08 00:00:00,0.03840557548738109,-0.09181062224074188,0.17472663671190847,0.0
2001-07-15 00:00:00,0.02343904684946756,-0.12206736195625942,0.15732195706289945,0.0
2001-07-22 00:00:00,0.011823335812882432,-0.12512624546708903,0.14582229184187676,0.0
2001-07-29 00:00:00,0.013430736711783832,-0.11520303725383138,0.14009047055338625,0.0
2001-08-05 00:00:00,0.027803911556565534,-0.11577132787339806,0.16719496752567975,0.0
2001-08-12 00:00:00,0.044574366165057985,-0.08490282099256308,0.18103677964469977,0.0
2001-08-19 00:00:00,0.053992575078351604,-0.07770254713019129,0.194700717386309,0.0
2001-08-26 00:00:00,0.055762082413684216,-0.0930841175617369,0.1951128179196239,0.0
2001-09-02 00:00:00,0.056258578936084117,-0.08941259580913033,0.1962975397603125,0.0
2001-09-09 00:00:00,0.058377185432415345,-0.0787137126716585,0.1917513268082561,0.0
2001-09-16 00:00:00,0.05740430527964466,-0.07505399502300114,0.20672493716560542,0.0
2001-09-23 00:00:00,0.04858765132987668,-0.09281268411258614,0.1928877648923153,0.0
2001-09-30 00:00:00,0.03661858379930486,-0.09242378400267179,0.17385637116389197,0.0
2001-10-07 00:00:00,0.0336373940709017,-0.10083548019264937,0.16431540906014763,0.0
2001-10-14 00:00:00,0.046105776503658505,-0.09723471964293379,0.18135920810538936,0.0
2001-10-21 00:00:00,0.06554522218058548,-0.06337445258290081,0.19997259295781408,0.0
2001-10-28 00:00:00,0.07513308430162904,-0.060418662047725176,0.1985600919312353,0.0
2001-11-04 00:00:00,0.0660880158143965,-0.06681397289979601,0.20442769873000463,0.0
2001-11-11 00:00:00,0.046068960653732914,-0.08470976595329915,0.18893838201003302,0.0
2001-11-18 00:00:00,0.030721258336481636,-0.1096928173970464,0.17268733317300194,0.0
2001-11-25 00:00:00,0.028511940374262516,-0.10761804623136526,0.16432902684760814,0.0
2001-12-02 00:00:00,0.03551914893457374,-0.1010025357115042,0.17002388369216778,0.0
2001-12-09 00:00:00,0.04377362511761301,-0.09261490447098575,0.18236500897831484,0.0
2001-12-16 00:00:00,0.050789910735454746,-0.08979393223466453,0.18381555989867032,0.0
2001-12-23 00:00:00,0.058503825459928965,-0.07818302949388506,0.19314599646218444,0.0
2001-12-30 00:00:00,0.06510081299383447,-0.07782433815664494,0.19473980852228676,0.0
2002-01-06 00:00:00,0.06298090749995039,-0.07417730722892021,0.20344681914832582,0.0
2002-01-13 00:00:00,0.04768762563098421,-0.08993928759326286,0.18015826753435987,0.0
2002-01-20 00:00:00,0.02696074424470805,-0.10272446390753537,0.16492850608962376,0.0
2002-01-27 00:00:00,0.01676894318428091,-0.1175778534398306,0.14738517249717653,0.0
2002-02-03 00:00:00,0.026228817378331524,-0.11281606132688582,0.15989236036017762,0.0
2002-02-10 00:00:00,0.04758547103985278,-0.08469958796072641,0.1943011637457012,0.0
2002-02-17 00:00:00,0.06298396918136412,-0.06766435767329293,0.20599740161721714,0.0
2002-02-24 00:00:00,0.0612160469925454,-0.07513818066306857,0.1893317905172813,0.0
